日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2022-06-19,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,クルマ,ガソリン,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,110,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,84,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,income,その他,-,-,-,,メルカリ,-,（プレミアム会員で表示）,2200,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,888,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-19,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,201,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-20,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,207340,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-22,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,194,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-22,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,66,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-22,income,その他,-,-,-,,メルカリ,-,（プレミアム会員で表示）,3390,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-25,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1371,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-25,payment,住まい,家電,-,-,,,-,（プレミアム会員で表示）,0,28138,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-25,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,810,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-25,payment,交際費,奢り,-,-,,おごり,-,（プレミアム会員で表示）,0,860,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-25,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,638,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-26,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,110,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-26,payment,教育・教養,Udemy,-,-,,運動靴,-,（プレミアム会員で表示）,0,8900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-27,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2201,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-27,payment,水道・光熱,水道料金,-,-,,,-,（プレミアム会員で表示）,0,751,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-27,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,52118,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-28,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,499,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-28,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1569,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-29,payment,その他,BTC,-,-,,,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-06-30,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,114192,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-01,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-01,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,66,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-02,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,950,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-03,income,その他,-,-,-,,メルカリ,-,（プレミアム会員で表示）,2790,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-06,payment,美容・衣服,洋服,-,-,,,-,（プレミアム会員で表示）,0,8100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-07,income,その他,-,-,-,,メルカリ,-,（プレミアム会員で表示）,14550,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-08,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,74,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-09,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,70,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-10,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,1506,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-10,payment,エンタメ,書籍,-,-,,,-,（プレミアム会員で表示）,0,2029,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-10,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1027,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-10,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,579,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-12,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,648,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-13,payment,クルマ,ガソリン,-,-,,,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-14,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,338,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-14,income,その他,-,-,-,,今泉,-,（プレミアム会員で表示）,2500,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-16,payment,エンタメ,ゲーム,-,-,,,-,（プレミアム会員で表示）,0,412,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-16,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,371,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-17,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3190,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-17,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-17,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-18,payment,クルマ,ガソリン,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2022-07-18,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
